7.0,\
232.0,\
230.0,\
229.0,\
227.0,\
226.0,\
224.0,\
224.0,\
221.0,\
228.0,\
4.0,\
235.0,\
229.0,\
228.0,\
226.0,\
223.0,\
227.0,\
225.0,\
221.0,\
228.0,\
5.0,\
237.0,\
232.0,\
228.0,\
227.0,\
224.0,\
224.0,\
225.0,\
226.0,\
226.0,\
8.0,\
237.0,\
230.0,\
226.0,\
227.0,\
225.0,\
228.0,\
226.0,\
229.0,\
223.0,\
5.0,\
235.0,\
227.0,\
225.0,\
227.0,\
228.0,\
231.0,\
228.0,\
229.0,\
226.0,\
3.0,\
231.0,\
224.0,\
224.0,\
229.0,\
229.0,\
228.0,\
225.0,\
230.0,\
227.0,\
5.0,\
230.0,\
228.0,\
227.0,\
230.0,\
227.0,\
226.0,\
224.0,\
226.0,\
225.0,\
3.0,\
231.0,\
230.0,\
231.0,\
230.0,\
227.0,\
225.0,\
225.0,\
223.0,\
224.0,\
0.0,\
230.0,\
230.0,\
231.0,\
228.0,\
228.0,\
227.0,\
228.0,\
224.0,\
222.0,\
0.0,\
232.0,\
230.0,\
232.0,\
230.0,\
224.0,\
227.0,\
229.0,\
222.0,\
224.0,\
0.0,\
232.0,\
228.0,\
227.0,\
230.0,\
225.0,\
228.0,\
225.0,\
224.0,\
227.0,\
2.0,\
233.0,\
226.0,\
228.0,\
230.0,\
226.0,\
227.0,\
224.0,\
225.0,\
225.0,\
6.0,\
235.0,\
228.0,\
227.0,\
230.0,\
229.0,\
226.0,\
227.0,\
224.0,\
225.0,\
6.0,\
235.0,\
228.0,\
224.0,\
230.0,\
229.0,\
225.0,\
225.0,\
221.0,\
224.0,\
2.0,\
230.0,\
228.0,\
229.0,\
231.0,\
226.0,\
228.0,\
231.0,\
220.0,\
223.0,\
2.0,\
233.0,\
231.0,\
231.0,\
227.0,\
224.0,\
228.0,\
228.0,\
222.0,\
224.0,\
11.0,\
236.0,\
229.0,\
229.0,\
226.0,\
224.0,\
228.0,\
223.0,\
223.0,\
227.0,\
12.0,\
236.0,\
226.0,\
227.0,\
225.0,\
225.0,\
227.0,\
226.0,\
224.0,\
222.0,\
4.0,\
233.0,\
227.0,\
228.0,\
230.0,\
226.0,\
227.0,\
224.0,\
225.0,\
221.0,\
6.0,\
232.0,\
225.0,\
229.0,\
229.0,\
225.0,\
228.0,\
226.0,\
226.0,\
222.0,\
12.0,\
232.0,\
229.0,\
226.0,\
227.0,\
223.0,\
227.0,\
223.0,\
224.0,\
223.0,\
17.0,\
229.0,\
229.0,\
223.0,\
229.0,\
221.0,\
229.0,\
226.0,\
224.0,\
225.0,\
23.0,\
230.0,\
232.0,\
221.0,\
230.0,\
223.0,\
224.0,\
224.0,\
220.0,\
225.0,\
66.0,\
255.0,\
247.0,\
226.0,\
227.0,\
222.0,\
223.0,\
224.0,\
219.0,\
222.0,\
125.0,\
250.0,\
243.0,\
229.0,\
223.0,\
223.0,\
225.0,\
220.0,\
220.0,\
223.0,\
142.0,\
248.0,\
237.0,\
230.0,\
220.0,\
223.0,\
223.0,\
221.0,\
221.0,\
223.0,\
147.0,\
250.0,\
234.0,\
229.0,\
218.0,\
221.0,\
225.0,\
221.0,\
220.0,\
225.0,\
155.0,\
248.0,\
230.0,\
228.0,\
220.0,\
219.0,\
226.0,\
223.0,\
220.0,\
225.0,\
147.0,\
250.0,\
230.0,\
226.0,\
221.0,\
218.0,\
226.0,\
225.0,\
221.0,\
225.0,\
117.0,\
252.0,\
235.0,\
228.0,\
222.0,\
220.0,\
227.0,\
227.0,\
221.0,\
225.0,\
97.0,\
250.0,\
236.0,\
230.0,\
221.0,\
221.0,\
226.0,\
227.0,\
221.0,\
222.0,\
88.0,\
246.0,\
233.0,\
226.0,\
220.0,\
219.0,\
221.0,\
221.0,\
219.0,\
225.0,\
80.0,\
245.0,\
231.0,\
223.0,\
220.0,\
220.0,\
224.0,\
224.0,\
217.0,\
221.0,\
70.0,\
242.0,\
230.0,\
221.0,\
222.0,\
220.0,\
224.0,\
223.0,\
220.0,\
222.0,\
70.0,\
239.0,\
229.0,\
219.0,\
227.0,\
220.0,\
227.0,\
222.0,\
221.0,\
220.0,\
66.0,\
237.0,\
230.0,\
221.0,\
231.0,\
223.0,\
228.0,\
223.0,\
221.0,\
219.0,\
60.0,\
238.0,\
231.0,\
220.0,\
228.0,\
224.0,\
227.0,\
225.0,\
222.0,\
224.0,\
55.0,\
237.0,\
229.0,\
220.0,\
230.0,\
222.0,\
227.0,\
226.0,\
226.0,\
225.0,\
46.0,\
233.0,\
227.0,\
218.0,\
229.0,\
223.0,\
227.0,\
227.0,\
227.0,\
224.0,\
50.0,\
233.0,\
223.0,\
219.0,\
228.0,\
221.0,\
228.0,\
225.0,\
227.0,\
224.0,\
52.0,\
229.0,\
222.0,\
217.0,\
230.0,\
222.0,\
232.0,\
226.0,\
222.0,\
226.0,\
60.0,\
230.0,\
218.0,\
214.0,\
227.0,\
223.0,\
234.0,\
229.0,\
224.0,\
226.0,\
68.0,\
229.0,\
218.0,\
222.0,\
224.0,\
220.0,\
233.0,\
228.0,\
220.0,\
227.0,\
58.0,\
232.0,\
218.0,\
222.0,\
224.0,\
222.0,\
229.0,\
227.0,\
220.0,\
225.0,\
48.0,\
237.0,\
218.0,\
220.0,\
